"","target","feature","n_eff","mi","cramer_v","polychor","theil_u","type_feature","type_target","score","rank_theilU","rank_mi","rank_cramer","rank_poly","rank_score","rank"
"3998","t_Q152","Q247",4709,0.00815374913672784,0.073735576283772,NA,0.00643749706493303,"nominal","nominal",0.0136821806083554,61,61,82,1,71,71
"3999","t_Q152","Q35",4786,0.0081045381000191,0.0729331779015067,NA,0.00639801879427065,"ordinal","nominal",0.0135634904967188,63,62,83,1,72,72
"4000","t_Q152","Q211",4695,0.0066619899001088,0.0820622474655897,NA,0.00525527250515455,"nominal","nominal",0.0133579852196843,77,77,55,1,73,73
"4001","t_Q152","Q164",4805,0.00779909419592073,0.072602991209808,NA,0.00615736632218233,"nominal","nominal",0.0132944471730664,66,66,85,1,74,74
"4002","t_Q152","Q6",4807,0.00783128598834004,0.0721991610952239,NA,0.00618086935075744,"ordinal","nominal",0.0132778235164789,65,65,86,1,75,75
"4003","t_Q152","Q280",3173,0.00756805162176644,0.0726839665072216,NA,0.00597300551987601,"nominal","nominal",0.0131226154491777,68,68,84,1,76,76
"4004","t_Q152","Q274",4675,0.00752797998702981,0.0699546569692518,NA,0.00594453343905059,"nominal","nominal",0.0128205797564645,69,69,88,1,77,77
"4005","t_Q152","Q215",4299,0.00623628322787884,0.0791199609475961,NA,0.00493446414163774,"nominal","nominal",0.0127435595481059,85,85,57,1,78,78
"4006","t_Q152","Q279",4762,0.00719208251633674,0.0690355343950968,NA,0.00567383151083104,"nominal","nominal",0.0124654771009093,71,71,89,1,79,79
"4007","t_Q152","Q198",4757,0.00706194741578869,0.0681108430125087,NA,0.00557458622127234,"nominal","nominal",0.0122744202587509,72,72,93,1,80,80
"4008","t_Q152","Q78",4752,0.00699467227897088,0.0685157048802211,NA,0.00552377567504975,"nominal","nominal",0.0122642375767432,73,73,92,1,81,81
"4009","t_Q152","Q44",4761,0.00575581586007257,0.0771080896515925,NA,0.00454489241396876,"nominal","nominal",0.0121644891715623,89,89,63,1,82,82
"4010","t_Q152","Q205",4763,0.00687280407899138,0.0675496336007096,NA,0.00542097039870673,"nominal","nominal",0.0120693868229924,74,74,95,1,83,83
"4011","t_Q152","Q203",4792,0.00682426664665847,0.067024791396176,NA,0.00538703395641682,"nominal","nominal",0.0119819795074652,75,75,96,1,84,84
"4012","t_Q152","Q255",4807,0.00663189103873485,0.066920464031994,NA,0.00523407245971747,"nominal","nominal",0.0118220571906503,78,78,97,1,85,85
"4013","t_Q152","Q216",4713,0.00552908864295709,0.0743909520237457,NA,0.0043656142686054,"nominal","nominal",0.0117171903564249,96,96,77,1,86,86
"4014","t_Q152","Q288",4731,0.00654447745245701,0.0660759428234676,NA,0.00516971929302848,"nominal","nominal",0.011672769093901,79,79,100,1,87,87
"4015","t_Q152","Q273",4820,0.00650731232476076,0.0663283402921648,NA,0.00513535279380632,"nominal","nominal",0.0116662394029285,80,80,99,1,88,88
"4016","t_Q152","Q107",4707,0.00644891738667308,0.0653078264910275,NA,0.00510168742192866,"nominal","nominal",0.0115264703182619,81,81,101,1,89,89
"4017","t_Q152","Q196",4781,0.00633254352924073,0.0648164216656999,NA,0.00499758683857989,"nominal","nominal",0.0113799573284901,82,82,102,1,90,90
"4018","t_Q152","Q9",4810,0.00355073395667471,0.0843276735726432,NA,0.00280309381786862,"nominal","nominal",0.0111798438349879,140,139,51,1,91,91
"4019","t_Q152","Q129",3571,0.00339285764357733,0.083108374179684,NA,0.00267353546926698,"ordinal","nominal",0.0109328159926018,146,146,52,1,92,92
"4020","t_Q152","Q222",4374,0.00595082434657623,0.0627013204392871,NA,0.00476402928188206,"nominal","nominal",0.0109137969170308,86,86,106,1,93,93
"4021","t_Q152","Q143",4570,0.00594988618448777,0.0628889964009648,NA,0.00471278279598898,"nominal","nominal",0.0109015351730362,87,87,105,1,94,94
"4022","t_Q152","Q5",4763,0.00569883158055351,0.0621335869226804,NA,0.00450416635250019,"ordinal","nominal",0.0106255079779342,91,90,107,1,95,95
"4023","t_Q152","Q49",4814,0.00575898630561245,0.061154167100145,NA,0.00454568921399306,"nominal","nominal",0.0105705261300941,88,88,110,1,96,96
"4024","t_Q152","Q214",4713,0.00475582437496858,0.0688502453102728,NA,0.00375826830000107,"nominal","nominal",0.0105667328235185,108,107,90,1,97,97
"4025","t_Q152","Q119",3939,0.00568573003094563,0.0610182343197866,NA,0.00450517253768845,"ordinal","nominal",0.0105106459638754,90,91,111,1,98,98
"4026","t_Q152","Q212",4646,0.00469104600333736,0.0686863900344693,NA,0.00370381563920221,"nominal","nominal",0.0104982421879695,111,110,91,1,99,99
"4027","t_Q152","Q47",4828,0.00558004779659527,0.0609352098612552,NA,0.00440432022544444,"nominal","nominal",0.0104101274603708,95,95,112,1,100,100
"4028","t_Q152","Q241",4735,0.00558496792839058,0.0598410160428488,NA,0.00441573261862946,"nominal","nominal",0.0103090315539797,94,94,115,1,101,101
"4029","t_Q152","Q251",4742,0.00521776317321887,0.0590754787635344,NA,0.00412455194675567,"nominal","nominal",0.0099476079963725,97,97,119,1,102,102
"4030","t_Q152","Q105",4422,0.00425125306233198,0.0663718196449534,NA,0.00339043920278465,"nominal","nominal",0.00994682140486572,121,122,98,1,103,103
"4031","t_Q152","Q21",4789,0.00282925950084323,0.0755662968578151,NA,0.00223250533699201,"ordinal","nominal",0.00974491073822969,157,156,72,1,104,104
"4032","t_Q152","Q69",4802,0.00501863555976279,0.0582405665701636,NA,0.00396175970533061,"nominal","nominal",0.00970670314814356,100,100,121,1,105,105
"4033","t_Q152","Q256",4799,0.0050084100912624,0.0583189548596316,NA,0.00395047100833349,"nominal","nominal",0.00970470111834198,101,101,120,1,106,106
"4034","t_Q152","Q74",4707,0.00505649729576785,0.0577312072351842,NA,0.00399759415333535,"nominal","nominal",0.00968862640424998,99,99,123,1,107,107
"4035","t_Q152","Q125",3271,0.00279556200605224,0.0744309296410117,NA,0.00222285703670126,"ordinal","nominal",0.0096154757879376,158,158,76,1,108,108
"4036","t_Q152","Q23",4786,0.00278125592586775,0.0746358173209046,NA,0.00219446455898543,"ordinal","nominal",0.00961463724524205,161,159,75,1,109,109
"4037","t_Q152","Q226",3997,0.004779210154922,0.057802436656994,NA,0.00382228766199164,"ordinal","nominal",0.00950737930937098,106,106,122,1,110,110
"4038","t_Q152","Q123",3833,0.00275607759820051,0.0737483850942486,NA,0.0021686055983393,"ordinal","nominal",0.00950282514788859,164,161,81,1,111,111
"4039","t_Q152","Q83",4125,0.0049146663034465,0.0566180290547458,NA,0.00392849969296204,"nominal","nominal",0.00949330261228576,102,103,128,1,112,112
"4040","t_Q152","Q57",4788,0.00269250536657406,0.0740923286658321,NA,0.00212664904252323,"nominal","nominal",0.00949297390206937,165,165,80,1,113,113
"4041","t_Q152","Q235",4632,0.00492018654392012,0.0568401728476136,NA,0.00388612639871483,"nominal","nominal",0.0094917490871663,103,102,124,1,114,114
"4042","t_Q152","Q120",4708,0.00490047088365397,0.0562451187438861,NA,0.00387045393487574,"ordinal","nominal",0.00941692550041025,104,104,131,1,115,115
"4043","t_Q152","Q85",3888,0.00483325559595027,0.0559025988603241,NA,0.00386536361827697,"nominal","nominal",0.00935945473578367,105,105,132,1,116,116
"4044","t_Q152","Q227",4235,0.00473960154093689,0.0563837056682924,NA,0.00379950090258139,"ordinal","nominal",0.00933995157065913,107,108,130,1,117,117
"4045","t_Q152","Q87",3934,0.00463089922384796,0.0566891497687922,NA,0.00371441002530525,"nominal","nominal",0.00928683075921676,109,111,127,1,118,118
"4046","t_Q152","Q75",4701,0.00469435300333298,0.0553047988724569,NA,0.00371236387086545,"nominal","nominal",0.00916620411076486,110,109,134,1,119,119
"4047","t_Q152","Q263",4815,0.0025988335456022,0.0714740316300595,NA,0.00205161258831133,"nominal","nominal",0.00915802077967341,167,167,87,1,120,120
"4048","t_Q152","Q230",4193,0.00456461183338241,0.0554115421859427,NA,0.00364611781955331,"ordinal","nominal",0.00909820846034098,113,114,133,1,121,121
"4049","t_Q152","Q200",4806,0.00386551685718395,0.060925297179016,NA,0.00305373168755746,"nominal","nominal",0.00908442378759126,128,128,113,1,122,122
"4050","t_Q152","Q231",4240,0.0046041159907082,0.054911407383876,NA,0.00368010726931064,"ordinal","nominal",0.00908043989718644,112,112,135,1,123,123
"4051","t_Q152","Q246",4695,0.00459934304392373,0.0548122709620132,NA,0.00363180932518453,"nominal","nominal",0.00904011560448916,114,113,136,1,124,124
"4052","t_Q152","Q210",4644,0.00371542818710147,0.0613211551801482,NA,0.00293785535819091,"nominal","nominal",0.00900945718905981,133,133,109,1,125,125
"4053","t_Q152","Q45",4722,0.00365735768145559,0.0615812746675921,NA,0.00288730003671427,"nominal","nominal",0.00898771479322445,136,137,108,1,126,126
"4054","t_Q152","Q213",4725,0.00374952874202972,0.0604807786868513,NA,0.00296504691723856,"nominal","nominal",0.00895196464163718,131,131,114,1,127,127
"4055","t_Q152","Q224",4294,0.00447705351833694,0.0544956222763258,NA,0.00357237907618422,"ordinal","nominal",0.00893610572884419,115,115,138,1,128,128
"4056","t_Q152","Q64",4767,0.00446477546925816,0.0543763308847944,NA,0.00353094384351327,"nominal","nominal",0.00889563203536485,116,116,139,1,129,129
"4057","t_Q152","Q67",4790,0.00441761938030361,0.0546234626855565,NA,0.00348910537606828,"nominal","nominal",0.00888109530828771,118,118,137,1,130,130
"4058","t_Q152","Q243",4744,0.00446319135010498,0.0532248870175121,NA,0.00352286963447163,"nominal","nominal",0.00877516788746568,117,117,143,1,131,131
"4059","t_Q152","Q219",4389,0.00353564760070846,0.0597927245388342,NA,0.00280561732640602,"nominal","nominal",0.00872333712993957,139,140,116,1,132,132
"4060","t_Q152","Q225",4130,0.00429765646005809,0.0533262812326157,NA,0.00343318280553694,"ordinal","nominal",0.00868183474460116,119,119,141,1,133,133
"4061","t_Q152","Q142",4608,0.00428388578954575,0.0530141411776685,NA,0.00339196812282712,"nominal","nominal",0.00862176072832685,120,120,145,1,134,134
"4062","t_Q152","Q228",4280,0.00417763151149764,0.05348429908415,NA,0.00334638786289199,"ordinal","nominal",0.00860955207959949,123,123,140,1,135,135
"4063","t_Q152","Q287",4672,0.00425962499406829,0.0531084013745738,NA,0.00336708652313779,"nominal","nominal",0.00860897954956054,122,121,144,1,136,136
"4064","t_Q152","Q17",4811,0.0023628040915904,0.0676723186084137,NA,0.00186414805106977,"nominal","nominal",0.00859456191896035,176,176,94,1,137,137
"4065","t_Q152","Q244",4729,0.00410776153268255,0.0504586027488112,NA,0.00324457059078864,"nominal","nominal",0.00822493108915907,124,124,151,1,138,138
"4066","t_Q152","Q138",4337,0.00399484362105795,0.0507537633552675,NA,0.00319111947713798,"nominal","nominal",0.00818850110812692,125,125,150,1,139,139
"4067","t_Q152","Q77",4638,0.0039445250893122,0.0512514494696608,NA,0.00311876768017953,"nominal","nominal",0.00817976308186746,126,126,148,1,140,140
"4068","t_Q152","Q221",4797,0.00390702885806693,0.0512133086877678,NA,0.00308295759909098,"nominal","nominal",0.00814321408565145,127,127,149,1,141,141
"4069","t_Q152","Q59",4805,0.00380946877600774,0.0512803893584653,NA,0.00300836502015546,"nominal","nominal",0.00807589858074213,130,130,147,1,142,142
"4070","t_Q152","Q68",4531,0.00385195327079657,0.0504066039709829,NA,0.00304303052353997,"nominal","nominal",0.00802206469246124,129,129,154,1,143,143
"4071","t_Q152","Q166",4513,0.00203206634357755,0.0643120131414147,NA,0.00159987461893838,"ordinal","nominal",0.00800074598857776,187,187,103,1,144,144
"4072","t_Q152","Q12",4811,0.00207024005894407,0.063754374822051,NA,0.00163410736908525,"nominal","nominal",0.00797697392133948,186,185,104,1,145,145
"4073","t_Q152","Q48",4792,0.00374523855520437,0.0504162928049261,NA,0.00295730529237063,"nominal","nominal",0.0079395840224763,132,132,153,1,146,146
"4074","t_Q152","Q179",4807,0.00367342688226646,0.050123529980247,NA,0.00289979979006245,"nominal","nominal",0.00785426093674211,135,135,155,1,147,147
"4075","t_Q152","Q181",4798,0.00368748698442634,0.0498161678699654,NA,0.0029117528219212,"nominal","nominal",0.00783491457547716,134,134,156,1,148,148
"4076","t_Q152","Q159",4653,0.0036606350185906,0.0491713329643885,NA,0.00287834913039842,"nominal","nominal",0.00774233328025508,137,136,157,1,149,149
"4077","t_Q152","Q62",4685,0.00357055969146547,0.0489591247815076,NA,0.00281600310184193,"nominal","nominal",0.00765668224669556,138,138,159,1,150,150
"4078","t_Q152","Q207",4752,0.00353470481580143,0.0491039980015076,NA,0.0027870028106283,"nominal","nominal",0.00764301293126817,142,142,158,1,151,151
"4079","t_Q152","Q70",4777,0.0035172590763235,0.0482788142089116,NA,0.00277616583045359,"nominal","nominal",0.00754875864206036,144,143,161,1,152,152
"4080","t_Q152","Q89",3835,0.00346605963860913,0.0483637211764658,NA,0.00277931741832198,"nominal","nominal",0.00754378046022251,143,144,160,1,153,153
"4081","t_Q152","Q220",4384,0.002743250342637,0.0533116719215237,NA,0.00217699700551214,"nominal","nominal",0.00746034049825075,162,164,142,1,154,154
"4082","t_Q152","Q50",4816,0.00342205275068252,0.0480917899970892,NA,0.00270139574874178,"nominal","nominal",0.00745663227415875,145,145,162,1,155,155
"4083","t_Q152","Q60",4816,0.00337378260179211,0.0476073258605593,NA,0.0026630146415171,"nominal","nominal",0.00737067615150383,147,147,165,1,156,156
"4084","t_Q152","Q155",4737,0.00335671238364554,0.0476589047250176,NA,0.00265350551878447,"nominal","nominal",0.0073650074988661,149,149,164,1,157,157
"4085","t_Q152","Q137",4457,0.00332542436060468,0.0474680020971118,NA,0.00265691215210823,"nominal","nominal",0.00733857480915753,148,150,166,1,158,158
"4086","t_Q152","Q58",4821,0.00353532005996549,0.0460135499588615,NA,0.00279060296916077,"nominal","nominal",0.00733631279537225,141,141,172,1,159,159
"4087","t_Q152","Q259",4705,0.00335780884297154,0.0472120401140742,NA,0.00264997818957786,"nominal","nominal",0.0073185335780456,150,148,167,1,160,160
"4088","t_Q152","Q26",4789,0.00170826642629862,0.0596923200252534,NA,0.001348795075912,"ordinal","nominal",0.00729098897596213,199,199,117,1,161,161
"4089","t_Q152","Q11",4807,0.00173579263347268,0.0592813067522275,NA,0.00137031440435962,"nominal","nominal",0.00727105710788033,198,198,118,1,162,162
"4090","t_Q152","Q1",4830,0.00321069475130464,0.0466192654108153,NA,0.00253373517487202,"ordinal","nominal",0.00714537607139614,152,152,169,1,163,163
"4091","t_Q152","Q192",4779,0.00326265727975983,0.0457634813091797,NA,0.00257602367281388,"nominal","nominal",0.00710075951853425,151,151,173,1,164,164
"4092","t_Q152","Q61",4784,0.00312525505479222,0.0464972110151967,NA,0.00246642949173205,"nominal","nominal",0.00706715531299657,153,153,170,1,165,165
"4093","t_Q152","Q93",3277,0.00246069341464139,0.0504509863824226,NA,0.00196477787858163,"nominal","nominal",0.00696217338978365,169,169,152,1,166,166
"4094","t_Q152","Q150",4786,0.00162492004909609,0.0567440297863372,NA,0.00128264616451749,"nominal","nominal",0.00693146669207304,204,204,126,1,167,167
"4095","t_Q152","Q149",4782,0.00161046207483917,0.0567479920083444,NA,0.00127086640017525,"nominal","nominal",0.00692045766339134,205,205,125,1,168,168
"4096","t_Q152","Q13",4801,0.00162809712549628,0.0565282878906516,NA,0.00128516590450496,"nominal","nominal",0.00691235746941702,203,203,129,1,169,169
"4097","t_Q152","Q88",4092,0.00291298489756198,0.0442448990627886,NA,0.00232476473398507,"nominal","nominal",0.0066932442159385,154,154,176,1,170,170
"4098","t_Q152","Q194",4770,0.00287788970027059,0.0438749627847654,NA,0.002271477000776,"nominal","nominal",0.00661374938902332,155,155,177,1,171,171
"4099","t_Q152","Q95",4783,0.00230783666366108,0.0480185556940406,NA,0.00182385666748493,"nominal","nominal",0.00658852056899334,178,178,163,1,172,172
"4100","t_Q152","Q86",3609,0.00282128211352539,0.0433254367492625,NA,0.00226429418209474,"nominal","nominal",0.00653750481824071,156,157,179,1,173,173
"4101","t_Q152","Q234",4449,0.00275986246297588,0.0436051917083144,NA,0.00220174947063425,"ordinal","nominal",0.00650952759210476,160,160,178,1,174,174
"4102","t_Q152","Q92",3299,0.00222058675659298,0.0470495035616896,NA,0.00175467194840653,"nominal","nominal",0.00642392955219077,182,182,168,1,175,175
"4103","t_Q152","Q132",4467,0.00275427680015206,0.0427168836767011,NA,0.00220224317267722,"nominal","nominal",0.00641931731132206,159,163,180,1,176,176
"4104","t_Q152","Q80",4510,0.00275557876143839,0.0426827766809593,NA,0.00217604148092938,"nominal","nominal",0.00640057618508508,163,162,181,1,177,177
"4105","t_Q152","Q265",4457,0.00139109239672663,0.0523353354371445,NA,0.00111038079335479,"nominal","nominal",0.00631708973874532,209,209,146,1,178,178
"4106","t_Q152","Q190",4803,0.00267927193847672,0.0423835739050258,NA,0.0021138112901641,"nominal","nominal",0.00631042574614406,166,166,184,1,179,179
"4107","t_Q152","Q284",3703,0.00205345070809315,0.045634602139632,NA,0.00163594503980734,"nominal","nominal",0.00616106245027555,185,186,174,1,180,180
"4108","t_Q152","Q116",4661,0.00249303921154631,0.0407666416351187,NA,0.00196840285036333,"nominal","nominal",0.00600561763719377,168,168,187,1,181,181
"4109","t_Q152","Q180",4797,0.00244748031638853,0.0407351965529382,NA,0.00193218063781125,"nominal","nominal",0.00596707213289713,171,170,188,1,182,182
"4110","t_Q152","Q118",4689,0.00244634990607473,0.040148490330366,NA,0.00193495010340852,"nominal","nominal",0.00590972406690413,170,171,192,1,183,183
"4111","t_Q152","Q199",4818,0.00243333308447813,0.0401533686404579,NA,0.00192056058060781,"nominal","nominal",0.00589767313775392,172,172,191,1,184,184
"4112","t_Q152","Q161",4540,0.0024094205903813,0.0400536725305692,NA,0.00189307407648879,"nominal","nominal",0.00586403787606459,174,173,193,1,185,185
"4113","t_Q152","Q250",4785,0.0023680057063844,0.0402761662725103,NA,0.00186830137338226,"nominal","nominal",0.0058589991631957,175,175,190,1,186,186
"4114","t_Q152","Q232",4309,0.00238297500260032,0.0398039443972794,NA,0.00190341438983778,"ordinal","nominal",0.0058373355744107,173,174,194,1,187,187
"4115","t_Q152","Q99",4779,0.00190201872213169,0.0425827830634006,NA,0.00150304773564682,"nominal","nominal",0.00573071256436766,193,193,182,1,188,188
"4116","t_Q152","Q32",4712,0.00231058013372998,0.0392224435840459,NA,0.00182662879871757,"ordinal","nominal",0.00571139567775413,177,177,195,1,189,189
"4117","t_Q152","Q176",4706,0.00228791120395666,0.0389940452119514,NA,0.00180957291708229,"nominal","nominal",0.00567152163263151,179,179,197,1,190,190
"4118","t_Q152","Q96",4785,0.00178817772078421,0.0423854156457106,NA,0.00141357763475636,"nominal","nominal",0.00562314146166014,196,196,183,1,191,191
"4119","t_Q152","Q236",4576,0.00224737333270575,0.0387600876258362,NA,0.00177506967948241,"nominal","nominal",0.00561526257008479,181,180,199,1,192,192
"4120","t_Q152","Q136",4357,0.00224227546886002,0.0384136488577633,NA,0.00179157369842841,"nominal","nominal",0.00558899174549138,180,181,200,1,193,193
"4121","t_Q152","Q7",4825,0.00107932810678513,0.0464851714741055,NA,0.000851724621601228,"nominal","nominal",0.00548335035240683,213,213,171,1,194,194
"4122","t_Q152","Q113",4648,0.002118749772265,0.0380674201665753,NA,0.00167245558711943,"nominal","nominal",0.00544584030060869,184,184,202,1,195,195
"4123","t_Q152","Q66",4753,0.00212717364613901,0.0379534296476277,NA,0.00168014534150758,"nominal","nominal",0.00544158226350902,183,183,203,1,196,196
"4124","t_Q152","Q56",4771,0.00167164812719367,0.04083696597442,NA,0.001318988865076,"nominal","nominal",0.00537658435464571,202,202,186,1,197,197
"4125","t_Q152","Q269",4508,0.000981673776764502,0.0444563174413375,NA,0.000782819469440283,"nominal","nominal",0.00520982555882727,215,215,175,1,198,198
"4126","t_Q152","Q135",4424,0.00195573467678578,0.0362791358887524,NA,0.00156043497956467,"nominal","nominal",0.00515089497964978,188,189,207,1,199,199
"4127","t_Q152","Q79",4604,0.00196340101124726,0.0361264345454669,NA,0.00155337276887061,"nominal","nominal",0.00513368741924324,189,188,210,1,200,200
"4128","t_Q152","Q46",4810,0.00193841315508791,0.0362432699078661,NA,0.00153003803092615,"nominal","nominal",0.00512387375586868,192,192,208,1,201,201
"4129","t_Q152","Q178",4552,0.00194625511385649,0.0360050053304201,NA,0.00153318629366893,"nominal","nominal",0.00510428884340032,191,190,211,1,202,202
"4130","t_Q152","Q76",4733,0.0019419816379953,0.0358718942019671,NA,0.00153380085013805,"nominal","nominal",0.00509006442167813,190,191,212,1,203,203
"4131","t_Q152","Q91",3348,0.00152551571068571,0.0387899518353066,NA,0.0012029608667852,"nominal","nominal",0.0050584264168075,207,207,198,1,204,204
"4132","t_Q152","Q117",4554,0.00186801573109019,0.034798049078964,NA,0.00147517640756104,"nominal","nominal",0.00492531547176009,194,194,213,1,205,205
"4133","t_Q152","Q134",4443,0.00181593833828675,0.0344540818260737,NA,0.00145090557175032,"nominal","nominal",0.00486073302714358,195,195,214,1,206,206
"4134","t_Q152","Q139",4438,0.000848894528149735,0.0414097277813508,NA,0.000677957836339863,"ordinal","nominal",0.00480241583838392,220,220,185,1,207,207
"4135","t_Q152","Q81",4632,0.00176124802048605,0.0343126975873671,NA,0.00139275321258368,"nominal","nominal",0.00479529609243273,197,197,215,1,208,208
"4136","t_Q152","Q98",4783,0.00135476803670098,0.0370610794401086,NA,0.00107067824199354,"nominal","nominal",0.00475494530021728,210,210,206,1,209,209
"4137","t_Q152","Q271",4790,0.00169883264753246,0.0340337667438178,NA,0.00133999202344609,"nominal","nominal",0.00471702168270916,200,200,216,1,210,210
"4138","t_Q152","Q3",4812,0.00169519036985921,0.0337948342562641,NA,0.00133758614185651,"ordinal","nominal",0.00469059222169807,201,201,217,1,211,211
"4139","t_Q152","Q18",4805,0.000809144315495836,0.0403284382699467,NA,0.000638681317945453,"ordinal","nominal",0.0046587959124107,221,222,189,1,212,212
"4140","t_Q152","Q103",4774,0.00124958673558861,0.0361567659414174,NA,0.000987148393407434,"nominal","nominal",0.00458284165086279,211,211,209,1,213,213
"4141","t_Q152","Q144",4763,0.000809254853499475,0.0392003695399652,NA,0.000638141471009504,"ordinal","nominal",0.00454569829265207,222,221,196,1,214,214
"4142","t_Q152","Q191",4805,0.00156110048056224,0.0324780026100307,NA,0.00123168299404432,"nominal","nominal",0.00445514020159834,206,206,219,1,215,215
"4143","t_Q152","Q145",4757,0.00079542450966219,0.0383609151084831,NA,0.000628113040612299,"ordinal","nominal",0.00445158668811435,223,223,201,1,216,216
"4144","t_Q152","Q260",4834,0.000699892565398486,0.0374027655191203,NA,0.000552297464310418,"nominal","nominal",0.00428162280011783,224,224,204,1,217,217
"4145","t_Q152","Q285",4764,0.00068810978445466,0.0370982861027773,NA,0.00054327845130389,"ordinal","nominal",0.00424222861639646,225,225,205,1,218,218
"4146","t_Q152","Q189",4755,0.00142114433596241,0.0307879072389407,NA,0.00112194438395277,"nominal","nominal",0.00417830065505445,208,208,220,1,219,219
"4147","t_Q152","Q97",4775,0.00093691134716245,0.0307524036935677,NA,0.00074048815967025,"nominal","nominal",0.00380060666930766,216,216,221,1,220,220
"4148","t_Q152","Q42",4738,0.000920351130655916,0.0305104391019461,NA,0.00072677401159703,"nominal","nominal",0.00376321365634961,218,218,222,1,221,221
"4149","t_Q152","Q16",4804,0.000545133538337517,0.0331018401500256,NA,0.000430462451195054,"nominal","nominal",0.00373200154722084,227,227,218,1,222,222
"4150","t_Q152","Q100",4765,0.000935139698663434,0.0299648788436926,NA,0.000739313826980632,"nominal","nominal",0.00372061809015667,217,217,224,1,223,223
"4151","t_Q152","Q101",4776,0.000916705532736373,0.0300605061903064,NA,0.000724287452997495,"nominal","nominal",0.00371563475065005,219,219,223,1,224,224
"4152","t_Q152","Q53",4808,0.00111795523738945,0.0273044882568943,NA,0.000882304212422602,"ordinal","nominal",0.00359521792435983,212,212,225,1,225,225
"4153","t_Q152","Q202",4817,0.00107780325914053,0.0270203857300688,NA,0.000850862372819596,"nominal","nominal",0.0035358969744408,214,214,226,1,226,226
"4154","t_Q152","Q174",4635,0.000313258813969597,0.0250400147995542,NA,0.000247451283985246,"nominal","nominal",0.00274644989453745,228,228,227,1,227,227
"4155","t_Q152","Q8",4808,0.000308245026218401,0.0248302440264433,NA,0.000243425421070134,"nominal","nominal",0.00272155316315193,229,229,228,1,228,228
"4156","t_Q152","Q2",4825,0.000576395511839856,0.0196282609611315,NA,0.000454851862057354,"ordinal","nominal",0.00240865586689952,226,226,230,1,229,229
"4157","t_Q152","Q140",4446,0.000225858744246743,0.0212503045657164,NA,0.000180283376351002,"ordinal","nominal",0.00230095810565627,230,230,229,1,230,230
"4158","t_Q152","Q10",4812,0.000137611651505942,0.016617594952194,NA,0.000108632245672212,"nominal","nominal",0.00176822233807452,231,231,231,1,231,231
"4159","t_Q156","Q157",4804,0.305241271844284,0.393928833344391,NA,0.252708012885291,"nominal","nominal",0.282590072618899,1,1,1,1,1,1
"4160","t_Q156","N_REGION_ISO",4887,0.230175591499926,0.376027653281475,NA,0.190491510657681,"nominal","nominal",0.220950349172734,2,2,2,1,2,2
"4161","t_Q156","Q223",3692,0.165738531104313,0.3277169870102,NA,0.137750986937795,"nominal","nominal",0.165143850194991,3,3,3,1,3,3
"4162","t_Q156","Q290",4358,0.0990776859841596,0.253339715526476,NA,0.0822077031322286,"nominal","nominal",0.104381899227233,4,4,4,1,4,4
"4163","t_Q156","Q267",4493,0.0765082826168761,0.228230744433605,NA,0.0628255837112471,"nominal","nominal",0.0834709094551716,5,5,5,1,5,5
"4164","t_Q156","Q268",4480,0.0758394228917707,0.227228089808023,NA,0.0622752937380761,"nominal","nominal",0.0828398120911792,6,6,6,1,6,6
"4165","t_Q156","Q266",4562,0.0673337044864724,0.215656994758995,NA,0.0553571346726403,"nominal","nominal",0.0749800916254253,7,7,7,1,7,7
"4166","t_Q156","Q272",4887,0.065382785544223,0.209729423192897,NA,0.0540997248791047,"nominal","nominal",0.0730476129100194,8,8,8,1,8,8
"4167","t_Q156","B_COUNTRY",4892,0.0529208366518006,0.187803650024412,NA,0.0438018263604111,"nominal","nominal",0.060937711814228,9,9,9,1,9,9
"4168","t_Q156","Q262",4861,0.0285353492146045,0.137193936475299,NA,0.0236403370177712,"nominal","nominal",0.036464200622574,10,10,10,1,10,10
"4169","t_Q156","Q154",4865,0.0216181870735932,0.120901498104694,NA,0.0179023932433177,"nominal","nominal",0.029317041878538,11,11,11,1,11,11
"4170","t_Q156","Q36",3994,0.0181703485192735,0.111303906983076,NA,0.015123301711846,"ordinal","nominal",0.0256554762811972,12,12,12,1,12,12
"4171","t_Q156","Q240",3248,0.0157326917650167,0.102393035624203,NA,0.0132599567656417,"nominal","nominal",0.0229150851513103,13,13,18,1,13,13
"4172","t_Q156","Q218",4432,0.0106073265084747,0.10290279497656,NA,0.00879946269914693,"nominal","nominal",0.0187521550696866,15,15,17,1,14,14
"4173","t_Q156","Q219",4445,0.0104724803218588,0.102188730877382,NA,0.00867445034963968,"nominal","nominal",0.0185652873940796,16,17,19,1,15,15
"4174","t_Q156","Q276",3330,0.011011420303439,0.0848402521108021,NA,0.00917096429698881,"nominal","nominal",0.0172900298803052,14,14,28,1,16,16
"4175","t_Q156","Q182",4608,0.0104754011579882,0.0844021337111722,NA,0.0086580798598953,"nominal","nominal",0.0167776816344509,17,16,29,1,17,17
"4176","t_Q156","Q43",4790,0.00867202378662846,0.0930125089341387,NA,0.00718047757787952,"nominal","nominal",0.0162111445761301,25,24,24,1,18,18
"4177","t_Q156","Q111",4556,0.00615400139043576,0.11057840878657,NA,0.00509490595039134,"nominal","nominal",0.0159609848660225,50,50,13,1,19,19
